identifiantCandidat,genre,nationalite,serie,mentionAuBac,redoublementTerminale,rangEnTerminale,age,annee
2019605,F,IVOIRIENNE,D,PASSABLE,NON,26,19.0,2019
2019606,M,IVOIRIENNE,D,PASSABLE,NON,7,19.0,2019
2019607,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,25,19.0,2019
2019608,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,5,19.0,2019
2019609,M,IVOIRIENNE,D,PASSABLE,NON,21,18.0,2019
2019610,M,IVOIRIENNE,E,PASSABLE,NON,8,19.0,2019
2019611,F,IVOIRIENNE,C,PASSABLE,NON,7,18.0,2019
2019612,F,IVOIRIENNE,D,BIEN,NON,11,20.0,2019
2019613,M,IVOIRIENNE,D,PASSABLE,NON,17,20.0,2019
2019614,M,IVOIRIENNE,D,PASSABLE,NON,19,19.0,2019
2019615,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,2,26.0,2019
2019616,F,IVOIRIENNE,D,PASSABLE,NON,25,19.0,2019
2019617,M,IVOIRIENNE,G2,PASSABLE,NON,1,21.0,2019
2019618,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,19.0,2019
2019619,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,9,20.0,2019
2019620,F,IVOIRIENNE,C,BIEN,NON,1,19.0,2019
2019621,M,IVOIRIENNE,C,PASSABLE,NON,16,20.0,2019
2019622,F,IVOIRIENNE,A1,PASSABLE,NON,1,18.0,2019
2019623,M,IVOIRIENNE,D,PASSABLE,NON,13,19.0,2019
2019624,M,IVOIRIENNE,G2,PASSABLE,NON,2,21.0,2019
2019625,M,IVOIRIENNE,A2,PASSABLE,NON,34,23.0,2019
2019626,M,IVOIRIENNE,F1,PASSABLE,NON,17,19.0,2019
2019627,M,IVOIRIENNE,C,PASSABLE,NON,3,17.0,2019
2019628,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,12,19.0,2019
2019629,M,IVOIRIENNE,D,PASSABLE,NON,12,20.0,2019
2019630,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,3,19.0,2019
2019631,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,18.0,2019
2019632,F,IVOIRIENNE,C,PASSABLE,NON,1,19.0,2019
2019633,F,IVOIRIENNE,A2,PASSABLE,NON,26,20.0,2019
2019634,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,18.0,2019
2019635,F,IVOIRIENNE,D,PASSABLE,OUI,1,23.0,2019
2019636,F,IVOIRIENNE,A1,PASSABLE,NON,19,21.0,2019
2019637,M,IVOIRIENNE,D,PASSABLE,NON,9,20.0,2019
2019638,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,18.0,2019
2019640,M,IVOIRIENNE,C,PASSABLE,NON,1,21.0,2019
2019641,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,18.0,2019
2019642,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,19.0,2019
2019643,M,IVOIRIENNE,D,PASSABLE,OUI,22,23.0,2019
2019644,M,IVOIRIENNE,C,PASSABLE,NON,1,19.0,2019
2019645,M,IVOIRIENNE,F3,ASSEZ-BIEN,NON,2,20.0,2019
2019646,M,IVOIRIENNE,D,PASSABLE,NON,10,22.0,2019
2019647,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,17,19.0,2019
2019648,M,IVOIRIENNE,D,TRES BIEN,NON,3,20.0,2019
2019649,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,9,21.0,2019
2019650,F,IVOIRIENNE,D,PASSABLE,NON,15,18.0,2019
2019651,M,IVOIRIENNE,D,PASSABLE,NON,39,20.0,2019
2019652,M,IVOIRIENNE,C,PASSABLE,NON,5,19.0,2019
2019653,F,IVOIRIENNE,G2,PASSABLE,NON,2,18.0,2019
2019654,F,IVOIRIENNE,C,PASSABLE,NON,6,20.0,2019
2019655,M,NIGERIENNE,S,PASSABLE,NON,4,19.0,2019
2019656,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,22,19.0,2019
2019657,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,19.0,2019
2019658,M,IVOIRIENNE,A2,PASSABLE,OUI,2,21.0,2019
2019659,M,IVOIRIENNE,D,PASSABLE,OUI,2,21.0,2019
2019660,M,IVOIRIENNE,C,PASSABLE,NON,2,20.0,2019
2019661,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,18,23.0,2019
2019663,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,18.0,2019
2019664,M,IVOIRIENNE,C,PASSABLE,NON,6,22.0,2019
2019667,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,18,19.0,2019
2019668,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,18.0,2019
2019669,M,IVOIRIENNE,C,PASSABLE,NON,13,20.0,2019
2019670,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,7,20.0,2019
2019671,M,IVOIRIENNE,G2,PASSABLE,NON,3,18.0,2019
2019672,M,IVOIRIENNE,C,PASSABLE,NON,3,19.0,2019
2019673,M,IVOIRIENNE,D,PASSABLE,NON,5,21.0,2019
2019674,M,IVOIRIENNE,C,PASSABLE,OUI,8,21.0,2019
2019675,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,19.0,2019
2019676,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,10,22.0,2019
2019678,M,IVOIRIENNE,C,PASSABLE,NON,3,19.0,2019
2019679,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,21.0,2019
2019680,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,19.0,2019
2019681,M,IVOIRIENNE,F3,PASSABLE,NON,7,19.0,2019
2019682,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,9,18.0,2019
2019683,M,IVOIRIENNE,D,PASSABLE,NON,27,19.0,2019
2019684,M,IVOIRIENNE,D,BIEN,NON,11,20.0,2019
2019685,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,21.0,2019
2019686,M,IVOIRIENNE,D,PASSABLE,NON,5,20.0,2019
2019687,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,20.0,2019
2019688,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,7,22.0,2019
2019689,M,IVOIRIENNE,D,PASSABLE,NON,13,23.0,2019
2019690,M,IVOIRIENNE,C,PASSABLE,NON,5,17.0,2019
2019691,M,IVOIRIENNE,A2,PASSABLE,NON,9,22.0,2019
2019692,M,IVOIRIENNE,F4,PASSABLE,NON,17,20.0,2019
2019693,M,IVOIRIENNE,BT MAINTENANCE VEHICULES ET ENGINS,PASSABLE,NON,3,18.0,2019
2019694,F,IVOIRIENNE,D,PASSABLE,NON,19,19.0,2019
2019695,M,IVOIRIENNE,D,PASSABLE,NON,35,19.0,2019
2019696,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,4,19.0,2019
2019697,M,IVOIRIENNE,BT MAINTENANCE VEHICULES ET ENGINS,PASSABLE,NON,4,18.0,2019
2019698,M,IVOIRIENNE,A2,PASSABLE,NON,20,19.0,2019
2019699,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,11,19.0,2019
2019701,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,3,20.0,2019
2019702,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,9,21.0,2019
2019703,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,19.0,2019
2019704,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,8,20.0,2019
2019705,M,IVOIRIENNE,D,PASSABLE,NON,7,19.0,2019
2019706,M,IVOIRIENNE,C,PASSABLE,NON,17,19.0,2019
2019707,M,IVOIRIENNE,D,PASSABLE,OUI,10,19.0,2019
2019708,F,IVOIRIENNE,A2,PASSABLE,NON,16,19.0,2019
2019709,M,IVOIRIENNE,D,PASSABLE,NON,28,19.0,2019
2019710,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,20.0,2019
2019711,M,IVOIRIENNE,D,PASSABLE,NON,1,21.0,2019
2019712,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,9,20.0,2019
2019713,M,IVOIRIENNE,D,TRES BIEN,NON,1,18.0,2019
2019714,M,IVOIRIENNE,G2,PASSABLE,NON,12,22.0,2019
2019715,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,17,19.0,2019
2019716,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,18.0,2019
2019717,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,2,20.0,2019
2019718,F,IVOIRIENNE,A1,PASSABLE,NON,7,20.0,2019
2019719,F,IVOIRIENNE,D,BIEN,NON,4,19.0,2019
2019720,M,IVOIRIENNE,C,PASSABLE,NON,36,19.0,2019
2019721,M,IVOIRIENNE,F4,PASSABLE,NON,10,25.0,2019
2019722,F,IVOIRIENNE,C,PASSABLE,NON,1,20.0,2019
2019723,F,IVOIRIENNE,F4,PASSABLE,NON,9,23.0,2019
2019724,M,IVOIRIENNE,C,ASSEZ-BIEN,OUI,2,20.0,2019
2019725,M,IVOIRIENNE,C,PASSABLE,NON,9,20.0,2019
2019726,F,IVOIRIENNE,G2,PASSABLE,NON,1,20.0,2019
2019728,F,IVOIRIENNE,G2,PASSABLE,OUI,2,20.0,2019
2019729,M,IVOIRIENNE,G2,PASSABLE,NON,8,19.0,2019
2019730,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,22.0,2019
2019731,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,20.0,2019
2019732,M,IVOIRIENNE,C,PASSABLE,NON,11,20.0,2019
2019733,M,IVOIRIENNE,C,PASSABLE,NON,3,20.0,2019
2019734,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,19.0,2019
2019735,M,IVOIRIENNE,F4,PASSABLE,NON,20,19.0,2019
2019736,M,IVOIRIENNE,A2,PASSABLE,NON,9,18.0,2019
2019737,F,IVOIRIENNE,D,PASSABLE,NON,1,19.0,2019
2019738,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,19.0,2019
2019739,F,IVOIRIENNE,A2,PASSABLE,NON,1,19.0,2019
2019740,M,IVOIRIENNE,C,PASSABLE,NON,13,19.0,2019
2019741,F,IVOIRIENNE,A2,PASSABLE,NON,71,23.0,2019
2019742,M,IVOIRIENNE,D,BIEN,NON,1,23.0,2019
2019743,F,IVOIRIENNE,D,PASSABLE,NON,32,22.0,2019
2019744,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,19.0,2019
2019745,F,IVOIRIENNE,A1,PASSABLE,NON,1,20.0,2019
2019746,M,IVOIRIENNE,D,PASSABLE,NON,1,20.0,2019
2019747,M,IVOIRIENNE,C,PASSABLE,OUI,1,21.0,2019
2019748,M,IVOIRIENNE,F1,PASSABLE,NON,7,19.0,2019
2019749,M,IVOIRIENNE,D,PASSABLE,NON,27,18.0,2019
2019750,M,IVOIRIENNE,D,PASSABLE,OUI,2,21.0,2019
2019751,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,13,20.0,2019
2019752,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,50,23.0,2019
2019753,F,IVOIRIENNE,D,PASSABLE,NON,3,19.0,2019
2019754,F,IVOIRIENNE,D,BIEN,NON,1,19.0,2019
2019755,F,IVOIRIENNE,F4,PASSABLE,NON,24,22.0,2019
2019756,M,IVOIRIENNE,F2,PASSABLE,NON,4,22.0,2019
2019757,M,IVOIRIENNE,B,PASSABLE,NON,2,21.0,2019
2019758,M,IVOIRIENNE,D,PASSABLE,NON,22,19.0,2019
2019759,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,19.0,2019
2019760,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,16,20.0,2019
2019761,M,IVOIRIENNE,F4,ASSEZ-BIEN,NON,2,22.0,2019
2019762,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,18.0,2019
2019763,M,IVOIRIENNE,F2,PASSABLE,NON,2,19.0,2019
2019764,M,IVOIRIENNE,D,PASSABLE,NON,12,19.0,2019
2019765,F,IVOIRIENNE,D,PASSABLE,NON,4,20.0,2019
2019766,M,IVOIRIENNE,B,PASSABLE,NON,4,19.0,2019
2019767,M,IVOIRIENNE,BT MAINTENANCE VEHICULES ET ENGINS,PASSABLE,NON,7,18.0,2019
2019768,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,2,17.0,2019
2019769,M,IVOIRIENNE,D,PASSABLE,NON,7,20.0,2019
2019770,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,13,19.0,2019
2019771,M,IVOIRIENNE,F4,ASSEZ-BIEN,NON,3,22.0,2019
2019772,M,IVOIRIENNE,D,PASSABLE,NON,34,20.0,2019
2019773,M,IVOIRIENNE,C,PASSABLE,NON,4,20.0,2019
2019774,M,IVOIRIENNE,D,PASSABLE,NON,2,21.0,2019
2019776,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,11,19.0,2019
2019777,M,IVOIRIENNE,D,PASSABLE,OUI,6,20.0,2019
2019778,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,23.0,2019
2019779,F,IVOIRIENNE,F4,PASSABLE,NON,9,20.0,2019
2019780,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,16,18.0,2019
2019781,M,IVOIRIENNE,D,PASSABLE,NON,6,19.0,2019
2019782,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,1,19.0,2019
2019783,M,IVOIRIENNE,D,PASSABLE,NON,28,21.0,2019
2019784,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,2,18.0,2019
2019785,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,40,19.0,2019
2019786,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,20.0,2019
2019787,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,19.0,2019
2019788,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,1,19.0,2019
2019789,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,3,21.0,2019
2019790,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,1,20.0,2019
2019792,M,IVOIRIENNE,D,PASSABLE,NON,4,17.0,2019
2019793,M,IVOIRIENNE,F4,PASSABLE,NON,2,23.0,2019
2019794,M,IVOIRIENNE,A1,PASSABLE,NON,18,19.0,2019
2019795,M,IVOIRIENNE,E,PASSABLE,NON,11,19.0,2019
2019796,F,IVOIRIENNE,C,PASSABLE,NON,1,17.0,2019
2019797,M,CAMEROUNAISE,C,BIEN,NON,9,17.0,2019
2019798,F,IVOIRIENNE,D,PASSABLE,NON,10,19.0,2019
2019799,M,IVOIRIENNE,BT CONTROLE QUALITE,PASSABLE,NON,7,19.0,2019
2019800,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,23.0,2019
2019801,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,19.0,2019
2019802,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,19.0,2019
2019803,M,IVOIRIENNE,D,PASSABLE,OUI,8,20.0,2019
2019804,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,2,18.0,2019
2019805,F,IVOIRIENNE,D,PASSABLE,NON,1,19.0,2019
2019806,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,8,19.0,2019
2019807,F,IVOIRIENNE,C,PASSABLE,OUI,4,20.0,2019
2019808,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,20.0,2019
2019809,F,IVOIRIENNE,D,PASSABLE,NON,29,19.0,2019
2019810,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,2,19.0,2019
2019811,M,IVOIRIENNE,F2,PASSABLE,NON,2,19.0,2019
2019812,M,IVOIRIENNE,A1,ASSEZ-BIEN,NON,1,17.0,2019
2019813,F,IVOIRIENNE,D,BIEN,NON,2,18.0,2019
2019814,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,20.0,2019
2019816,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,7,19.0,2019
2019817,M,IVOIRIENNE,D,PASSABLE,OUI,2,22.0,2019
2019818,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
2019819,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,16,18.0,2019
2019820,F,IVOIRIENNE,F4,PASSABLE,NON,21,19.0,2019
2019821,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,19.0,2019
2019822,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,19.0,2019
2019823,F,IVOIRIENNE,A2,PASSABLE,NON,14,19.0,2019
2019824,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,19.0,2019
2019825,M,IVOIRIENNE,C,PASSABLE,NON,4,19.0,2019
2019826,M,IVOIRIENNE,D,BIEN,OUI,1,20.0,2019
2019827,M,BURKINABE,C,ASSEZ-BIEN,NON,8,24.0,2019
2019829,F,IVOIRIENNE,A2,PASSABLE,NON,15,22.0,2019
2019830,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,2,18.0,2019
2019831,M,IVOIRIENNE,F1,ASSEZ-BIEN,OUI,5,22.0,2019
2019832,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,5,18.0,2019
2019833,F,IVOIRIENNE,A1,PASSABLE,NON,6,17.0,2019
2019834,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,14,20.0,2019
2019835,M,IVOIRIENNE,C,PASSABLE,NON,3,19.0,2019
2019836,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
2019837,F,IVOIRIENNE,D,BIEN,NON,3,19.0,2019
2019838,M,IVOIRIENNE,D,PASSABLE,NON,15,21.0,2019
2019839,F,IVOIRIENNE,G2,ASSEZ-BIEN,NON,11,22.0,2019
2019840,F,IVOIRIENNE,C,PASSABLE,NON,4,19.0,2019
2019841,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,20.0,2019
2019842,M,IVOIRIENNE,F4,PASSABLE,NON,8,19.0,2019
2019843,M,IVOIRIENNE,F1,PASSABLE,OUI,2,21.0,2019
2019844,M,IVOIRIENNE,G2,BIEN,NON,3,20.0,2019
2019845,M,IVOIRIENNE,D,PASSABLE,NON,18,20.0,2019
2019846,F,IVOIRIENNE,A1,PASSABLE,NON,1,19.0,2019
2019847,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,4,19.0,2019
2019848,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,24.0,2019
2019849,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,4,20.0,2019
2019850,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,28,19.0,2019
2019851,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,5,19.0,2019
2019852,M,IVOIRIENNE,F1,PASSABLE,NON,8,20.0,2019
2019853,F,IVOIRIENNE,D,PASSABLE,NON,7,21.0,2019
2019854,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,31,21.0,2019
2019855,M,IVOIRIENNE,D,PASSABLE,OUI,47,23.0,2019
2019856,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,1,19.0,2019
2019857,F,IVOIRIENNE,A1,PASSABLE,NON,11,20.0,2019
2019858,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,19,25.0,2019
2019859,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,19,18.0,2019
2019860,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,5,20.0,2019
2019861,M,IVOIRIENNE,D,PASSABLE,NON,9,22.0,2019
2019862,F,IVOIRIENNE,G2,PASSABLE,NON,1,20.0,2019
2019863,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,12,19.0,2019
2019864,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,25.0,2019
2019865,M,IVOIRIENNE,D,PASSABLE,OUI,1,22.0,2019
2019866,M,IVOIRIENNE,F1,PASSABLE,OUI,1,22.0,2019
2019867,M,IVOIRIENNE,C,PASSABLE,NON,9,20.0,2019
2019868,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,3,19.0,2019
2019869,F,IVOIRIENNE,D,BIEN,OUI,4,20.0,2019
2019870,F,IVOIRIENNE,D,PASSABLE,NON,27,20.0,2019
2019871,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,8,19.0,2019
2019872,F,IVOIRIENNE,A2,PASSABLE,NON,18,21.0,2019
2019873,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,24.0,2019
2019874,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,2,19.0,2019
2019875,M,IVOIRIENNE,C,BIEN,NON,1,19.0,2019
2019876,M,IVOIRIENNE,F1,PASSABLE,NON,7,21.0,2019
2019877,F,IVOIRIENNE,C,PASSABLE,OUI,7,19.0,2019
2019878,M,IVOIRIENNE,C,PASSABLE,NON,32,18.0,2019
2019879,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,13,20.0,2019
2019880,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,2,20.0,2019
2019881,M,IVOIRIENNE,C,PASSABLE,NON,1,19.0,2019
2019882,M,IVOIRIENNE,F4,PASSABLE,NON,31,19.0,2019
2019883,M,IVOIRIENNE,D,PASSABLE,OUI,4,21.0,2019
2019884,M,IVOIRIENNE,D,BIEN,NON,1,19.0,2019
2019885,F,IVOIRIENNE,D,ASSEZ-BIEN,NON,7,22.0,2019
2019886,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
2019887,M,IVOIRIENNE,C,PASSABLE,NON,9,20.0,2019
2019888,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,15,19.0,2019
2019889,M,IVOIRIENNE,D,PASSABLE,NON,25,19.0,2019
2019890,M,IVOIRIENNE,F4,ASSEZ-BIEN,NON,7,19.0,2019
2019891,M,IVOIRIENNE,C,PASSABLE,NON,18,20.0,2019
2019892,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,1,19.0,2019
2019893,M,IVOIRIENNE,C,PASSABLE,NON,3,23.0,2019
2019894,F,IVOIRIENNE,A2,PASSABLE,NON,19,20.0,2019
2019895,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,2,22.0,2019
2019896,M,IVOIRIENNE,F4,PASSABLE,NON,12,21.0,2019
2019898,M,IVOIRIENNE,C,PASSABLE,NON,10,18.0,2019
2019899,M,IVOIRIENNE,C,ASSEZ-BIEN,NON,4,20.0,2019
2019900,M,IVOIRIENNE,F4,PASSABLE,OUI,22,20.0,2019
2019901,F,IVOIRIENNE,C,PASSABLE,NON,1,18.0,2019
2019902,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
2019903,M,IVOIRIENNE,C,PASSABLE,NON,13,22.0,2019
2019904,M,IVOIRIENNE,C,PASSABLE,NON,11,21.0,2019
2019905,M,IVOIRIENNE,D,PASSABLE,NON,10,18.0,2019
2019907,M,IVOIRIENNE,C,PASSABLE,NON,30,19.0,2019
2019908,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,6,20.0,2019
2019909,M,IVOIRIENNE,C,PASSABLE,NON,3,20.0,2019
2019910,M,IVOIRIENNE,D,PASSABLE,NON,24,20.0,2019
2019911,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,2,21.0,2019
2019912,M,IVOIRIENNE,D,BIEN,NON,8,20.0,2019
2019913,M,IVOIRIENNE,D,PASSABLE,NON,53,22.0,2019
2019914,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,19.0,2019
2019915,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,4,20.0,2019
2019916,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,1,20.0,2019
2019917,M,IVOIRIENNE,C,PASSABLE,NON,4,19.0,2019
2019918,M,IVOIRIENNE,F2,BIEN,NON,1,21.0,2019
2019919,M,IVOIRIENNE,F2,PASSABLE,NON,4,22.0,2019
2019921,M,IVOIRIENNE,G2,PASSABLE,NON,1,19.0,2019
2019922,F,IVOIRIENNE,C,ASSEZ-BIEN,NON,27,19.0,2019
2019923,F,IVOIRIENNE,D,PASSABLE,NON,21,19.0,2019
2019924,F,IVOIRIENNE,S,PASSABLE,NON,7,19.0,2019
2019925,F,IVOIRIENNE,D,BIEN,OUI,1,20.0,2019
2019926,M,IVOIRIENNE,C,PASSABLE,NON,1,18.0,2019
2019927,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,12,19.0,2019
2019928,M,IVOIRIENNE,F2,BIEN,NON,3,19.0,2019
2019929,F,IVOIRIENNE,G2,PASSABLE,NON,4,18.0,2019
2019930,F,IVOIRIENNE,D,PASSABLE,NON,9,21.0,2019
2019931,M,IVOIRIENNE,C,PASSABLE,NON,4,19.0,2019
2019932,F,IVOIRIENNE,A2,ASSEZ-BIEN,NON,11,20.0,2019
2019933,M,IVOIRIENNE,D,PASSABLE,NON,3,18.0,2019
2019934,M,IVOIRIENNE,C,PASSABLE,NON,1,18.0,2019
2019935,F,IVOIRIENNE,D,BIEN,NON,3,19.0,2019
2019936,M,IVOIRIENNE,A1,PASSABLE,NON,20,18.0,2019
2019937,M,IVOIRIENNE,D,PASSABLE,NON,12,20.0,2019
2019938,M,IVOIRIENNE,A2,PASSABLE,NON,7,21.0,2019
2019939,M,IVOIRIENNE,C,PASSABLE,NON,4,20.0,2019
2019940,F,IVOIRIENNE,D,PASSABLE,OUI,1,20.0,2019
2019941,M,IVOIRIENNE,G2,PASSABLE,NON,5,20.0,2019
2019942,M,IVOIRIENNE,D,ASSEZ-BIEN,NON,1,21.0,2019
2019943,F,IVOIRIENNE,A2,PASSABLE,NON,3,20.0,2019
2019944,M,GUINEENNE,A1,PASSABLE,NON,1,22.0,2019
2019945,F,IVOIRIENNE,A1,ASSEZ-BIEN,NON,4,20.0,2019
2019946,M,IVOIRIENNE,D,PASSABLE,NON,1,19.0,2019
2019947,M,IVOIRIENNE,F3,PASSABLE,NON,4,21.0,2019
2019948,M,IVOIRIENNE,F2,PASSABLE,NON,8,23.0,2019
2019949,M,IVOIRIENNE,A2,PASSABLE,NON,7,20.0,2019
2019950,M,IVOIRIENNE,D,PASSABLE,NON,1,22.0,2019
2019951,F,IVOIRIENNE,D,ASSEZ-BIEN,OUI,2,21.0,2019
2019953,M,IVOIRIENNE,C,PASSABLE,NON,13,18.0,2019
2019954,F,IVOIRIENNE,A1,PASSABLE,NON,4,19.0,2019
2019955,F,IVOIRIENNE,B,PASSABLE,OUI,2,21.0,2019
2019956,M,IVOIRIENNE,F1,PASSABLE,NON,13,23.0,2019
2019957,M,IVOIRIENNE,D,PASSABLE,NON,4,19.0,2019
2019958,M,IVOIRIENNE,F4,PASSABLE,NON,20,21.0,2019
2019960,M,IVOIRIENNE,G2,ASSEZ-BIEN,NON,1,23.0,2019
2019961,M,IVOIRIENNE,A1,ASSEZ-BIEN,OUI,1,19.0,2019
2019962,M,IVOIRIENNE,D,PASSABLE,NON,10,21.0,2019
2019963,F,IVOIRIENNE,A1,PASSABLE,NON,4,20.0,2019
2019964,M,IVOIRIENNE,A2,ASSEZ-BIEN,NON,1,18.0,2019
2019965,M,IVOIRIENNE,C,PASSABLE,NON,1,15.0,2019
2019966,M,IVOIRIENNE,G2,PASSABLE,NON,1,20.0,2019
2019967,F,IVOIRIENNE,D,PASSABLE,NON,12,19.0,2019
2019968,M,IVOIRIENNE,F4,BIEN,NON,1,20.0,2019
2019969,M,IVOIRIENNE,D,PASSABLE,OUI,4,21.0,2019
2019970,M,IVOIRIENNE,F2,ASSEZ-BIEN,NON,5,20.0,2019
2019971,M,IVOIRIENNE,E,PASSABLE,NON,20,18.0,2019
2019973,M,IVOIRIENNE,D,ASSEZ-BIEN,OUI,4,21.0,2019
2019974,F,IVOIRIENNE,D,BIEN,NON,1,21.0,2019
